Individual	Parent1	Parent2	Pedigree	Synonyms	Comment
R03893	YB17K99	XB16H	( YB17K99 ( ST1590 , ST2250 ) , XB16H ( Syngenta_S19-90 , MO30732-51 ) )	-	-
R04-122	Ozark	R00-214F	( Ozark , R00-214F )	-	-
R04-1250RR	Ozark	98601	( Ozark , 98601 ( Asgrow_A5403 , Hutcheson ) )	-	-
R04-1268RR	R96-3427	98601	( R96-3427 ( Pioneer_P9592 , KS4895 ) , 98601 ( Asgrow_A5403 , Hutcheson ) )	-	-
R04-170RR	Desha	R00-214F	( Desha , R00-214F )	-	-
R04-198	SS-516	Ozark	( SS-516 ( Asgrow_A4997 , Asgrow_A5474 ) , Ozark )	-	-
R04-342	R97-1650	98601	( R97-1650 ( Pioneer_P9592 , Holladay ) , 98601 ( Asgrow_A5403 , Hutcheson ) )	-	-
R04-357	R97-1650	98601	( R97-1650 ( Pioneer_P9592 , Holladay ) , 98601 ( Asgrow_A5403 , Hutcheson ) )	-	-
R04-366	R97-1650	98601	( R97-1650 ( Pioneer_P9592 , Holladay ) , 98601 ( Asgrow_A5403 , Hutcheson ) )	-	-
R04-522	Lonoke	Pioneer_P9594	( Lonoke , Pioneer_P9594 )	-	-
R04-572	MD4900	Ozark	( MD4900 , Ozark )	-	-
R04-632	R98-1682	HBK_5991	( R98-1682 ( KY88-4080 ( K1099 ( K1022 ( Williams , Columbus ) , Essex ) , Hutcheson ) , Hartz_H5545 ) , HBK_5991 ( Asgrow_A6297 ( Young , Asgrow_A5474 ) , Northrup_King_S59-95 ) )	-	-
R05-138	MD4900	Ozark	( MD4900 , Ozark )	-	-
R05-1415	MFS-591	V96-4486	( MFS-591 ( Camp , Rocky ) , V96-4486 )	-	-
