Individual	Parent1	Parent2	Pedigree	Synonyms	Comment
U11-902116R	U07-338254R	U07-135478R	( U07-338254R , U07-135478R )	-	-
U11-904117R	U07-135478R	U08-924029R	( U07-135478R , U08-924029R )	-	-
U11-906115R	U08-924029R	U07-439221R	( U08-924029R , U07-439221R )	-	-
U11-911079	LD02-4485	U03-300134	( LD02-4485 ( M90-184111 ( L85P-558 ( L73-4673 ( Corsoy , L66L-154 ( Wayne , L57-0034 ( Clark , Adams ) ) ) , Fayette ) , M86-1973 ( M75-89 ( Corsoy , M68-303 ( M60-406 ( Blackhawk , Harosoy ) , Beeson ) ) , L77-906 ) ) , IA3010 ) , U03-300134 ( NE32022 , NE2802 ) )	-	-
U11-917032	LD02-4485	U03-100612	( LD02-4485 ( M90-184111 ( L85P-558 ( L73-4673 ( Corsoy , L66L-154 ( Wayne , L57-0034 ( Clark , Adams ) ) ) , Fayette ) , M86-1973 ( M75-89 ( Corsoy , M68-303 ( M60-406 ( Blackhawk , Harosoy ) , Beeson ) ) , L77-906 ) ) , IA3010 ) , U03-100612 ( MSPB6S4 , Pioneer_P93B82 ) )	-	-
U11-920017	HS5-3417	LD02-_4485	( HS5-3417 ( IA3023 ( Dairyland_DSR365 , Pioneer_P9381 ) , HS99-4045 ) , LD02-_4485 )	-	-
U11-924119R	U07-439042R	U07-135478R	( U07-439042R , U07-135478R )	-	-
U11-926111R	U07-439042R	U07-135478R	( U07-439042R , U07-135478R )	-	-
U11-927115R	U07-237058R	U07-135478R	( U07-237058R , U07-135478R )	-	-
U11-927121R	U07-237058R	U07-135478R	( U07-237058R , U07-135478R )	-	-
U11-931121R	U07-236486R	U07-135478R	( U07-236486R , U07-135478R )	-	-
U11-932025	U06-300952	U03-100612	( U06-300952 ( U98-307917 ( U94-2306 ( Holt ( Sherman , Harper ) , Dairyland_DSR304 ( Williams , - ) ) , A92-525014 ( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood ) ) , U01-310156 ( UP3YC1S3 , - ) ) , U03-100612 ( MSPB6S4 , Pioneer_P93B82 ) )	-	-
U11-932079	U06-300952	U03-100612	( U06-300952 ( U98-307917 ( U94-2306 ( Holt ( Sherman , Harper ) , Dairyland_DSR304 ( Williams , - ) ) , A92-525014 ( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood ) ) , U01-310156 ( UP3YC1S3 , - ) ) , U03-100612 ( MSPB6S4 , Pioneer_P93B82 ) )	-	-
U11239	Amsoy	Wayne	( Amsoy , Wayne )	-	-
U11532	Wayne	C1317-71	( Wayne , C1317-71 )	-	-
U12-428210	Dairyland_75517	K07-1544	( Dairyland_75517 , K07-1544 )	-	-
U12-902102R	U07-135601R	U07-135377R	( U07-135601R , U07-135377R ( NEX2803Y3R , U03-823141R ) )	-	-
U12-902104R	U07-135601R	U07-135377R	( U07-135601R , U07-135377R ( NEX2803Y3R , U03-823141R ) )	-	-
U12-902108R	U07-135601R	U07-135377R	( U07-135601R , U07-135377R ( NEX2803Y3R , U03-823141R ) )	-	-
U12-903124R	U07-135601R	U07-135377R	( U07-135601R , U07-135377R ( NEX2803Y3R , U03-823141R ) )	-	-
U12-904114R	U07-135601R	U07-135377R	( U07-135601R , U07-135377R ( NEX2803Y3R , U03-823141R ) )	-	-
U12-906103R	U07-135601R	U07-135377R	( U07-135601R , U07-135377R ( NEX2803Y3R , U03-823141R ) )	-	-
U12-907117R	U07-135601R	U07-135377R	( U07-135601R , U07-135377R ( NEX2803Y3R , U03-823141R ) )	-	-
U12-909110R	U07-135601R	U07-135377R	( U07-135601R , U07-135377R ( NEX2803Y3R , U03-823141R ) )	-	-
U12-911104R	U07-135601R	U07-135377R	( U07-135601R , U07-135377R ( NEX2803Y3R , U03-823141R ) )	-	-
U12-913114R	U07-135601R	U07-237991R	( U07-135601R , U07-237991R )	-	-
U12-915108R	U07-135601R	U07-237991R	( U07-135601R , U07-237991R )	-	-
U12-916111R	U07-135601R	U07-237991R	( U07-135601R , U07-237991R )	-	-
U12-916112R	U07-135601R	U07-237991R	( U07-135601R , U07-237991R )	-	-
U12-917104R	U07-135601R	U07-237991R	( U07-135601R , U07-237991R )	-	-
U12-920105R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U12-920124R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U12-921088	MN1410	LD04-13265	( MN1410 , LD04-13265 ( Syngenta_S32-Z3 ( Exp_13404 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) , U98-205355 ( A94-773014 ( Pioneer_P9303 , A87-395012 ( Fayette , Asgrow_A3659 ( Williams , Essex ) ) ) , Bell ) ) )	-	-
U12-922122R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U12-923116R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U12-923122R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U12-924117R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U12-926101R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U12-926110R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U12-926115R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U12-927105R	U07-135601R	U08-932024R	( U07-135601R , U08-932024R )	-	-
U13-220427	U07-402918	U09-233044	( U07-402918 , U09-233044 ( UP2YC4S3 , - ) )	-	-
U13-231286	LD04-13265	UX2759-1	( LD04-13265 ( Syngenta_S32-Z3 ( Exp_13404 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) , U98-205355 ( A94-773014 ( Pioneer_P9303 , A87-395012 ( Fayette , Asgrow_A3659 ( Williams , Essex ) ) ) , Bell ) ) , UX2759-1 )	-	F1
U13-603120	U09-323109	U09-312115	( U09-323109 ( UP2YC4S3 , - ) , U09-312115 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-300134 ( NE32022 , NE2802 ) ) )	-	-
U13-604147	U09-323109	U09-312115	( U09-323109 ( UP2YC4S3 , - ) , U09-312115 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-300134 ( NE32022 , NE2802 ) ) )	-	-
U13-609144	U09-312115	U03-260216	( U09-312115 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-300134 ( NE32022 , NE2802 ) ) , U03-260216 )	-	-
U13-618087	U03-260216	U10-425065	( U03-260216 , U10-425065 )	-	-
U13-905029	U09-215057	U03-260216	( U09-215057 ( U01-390489 ( IA1008 , NE3001 ( Colfax , A91-701035 ( A86-301024 ( A81-356022 ( Century , A76-304020 ) , Hack ) , DeKalb_226 ) ) ) , U03-200317 ( U99-009019 , Pioneer_P92B12 ) ) , U03-260216 )	-	-
U13-931068	U03-260216	U10-425065	( U03-260216 , U10-425065 )	-	-
U14-103015	LG07-2249	LG07-6944	( LG07-2249 , LG07-6944 )	-	-
U14-108007	U11-926035	U09-105007	( U11-926035 , U09-105007 ( OAC_05-21 ( OT99-2 , OAC00-17 ( A92-525014 ( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood ) , OAC_Vision ) ) , U03-300134 ( NE32022 , NE2802 ) ) )	-	-
U14-110036	U11-926035	U09-105007	( U11-926035 , U09-105007 ( OAC_05-21 ( OT99-2 , OAC00-17 ( A92-525014 ( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood ) , OAC_Vision ) ) , U03-300134 ( NE32022 , NE2802 ) ) )	-	-
U14-111010	U11-935093	U09-105007	( U11-935093 , U09-105007 ( OAC_05-21 ( OT99-2 , OAC00-17 ( A92-525014 ( IA2008 ( BSR_101 , A80-244003 ( Northrup_King_S1492 ( Corsoy , Wayne ) , Pella ) ) , Kenwood ) , OAC_Vision ) ) , U03-300134 ( NE32022 , NE2802 ) ) )	-	-
U14-206326	U11-926035	U09-215057	( U11-926035 , U09-215057 ( U01-390489 ( IA1008 , NE3001 ( Colfax , A91-701035 ( A86-301024 ( A81-356022 ( Century , A76-304020 ) , Hack ) , DeKalb_226 ) ) ) , U03-200317 ( U99-009019 , Pioneer_P92B12 ) ) )	-	-
U14-211209	U09-407147	LD02-4485	( U09-407147 , LD02-4485 ( M90-184111 ( L85P-558 ( L73-4673 ( Corsoy , L66L-154 ( Wayne , L57-0034 ( Clark , Adams ) ) ) , Fayette ) , M86-1973 ( M75-89 ( Corsoy , M68-303 ( M60-406 ( Blackhawk , Harosoy ) , Beeson ) ) , L77-906 ) ) , IA3010 ) )	-	-
U14-212231	U09-407147	LD02-4485	( U09-407147 , LD02-4485 ( M90-184111 ( L85P-558 ( L73-4673 ( Corsoy , L66L-154 ( Wayne , L57-0034 ( Clark , Adams ) ) ) , Fayette ) , M86-1973 ( M75-89 ( Corsoy , M68-303 ( M60-406 ( Blackhawk , Harosoy ) , Beeson ) ) , L77-906 ) ) , IA3010 ) )	-	-
U14-213255	U09-407147	U09-317120	( U09-407147 , U09-317120 ( U03-300134 ( NE32022 , NE2802 ) , U03-400435 ( Pioneer_P92B12 , U97-207904 ) ) )	-	-
U14-216260	U11-921041	U09-210051	( U11-921041 , U09-210051 ( U01-190311 ( NE1900 ( MSBP1 , MSBP1 ) , A97-871009 ) , U03-200317 ( U99-009019 , Pioneer_P92B12 ) ) )	-	-
U14-217227	U11-935093	LD07-3419	( U11-935093 , LD07-3419 ( WW115926 , LD00-2817 ) )	-	-
U14-221187	U09-234083	U09-312115	( U09-234083 , U09-312115 ( U02-242055 ( NE1900 ( MSBP1 , MSBP1 ) , Pioneer_P93B82 ) , U03-300134 ( NE32022 , NE2802 ) ) )	-	-
