Individual	Parent1	Parent2	Pedigree	Synonyms	Comment
CM79	Acme	L48-7289	( Acme ( Pagoda ( Manitoba_Brown , Mandarin ( PI_36653 , - ) ) , - ) , L48-7289 ( Seneca ( FC_03654 , - ) , Richland ) )	-	-
CM9	Acme	Monroe	( Acme ( Pagoda ( Manitoba_Brown , Mandarin ( PI_36653 , - ) ) , - ) , Monroe )	-	-
CN210	L70-2283	Beeson	( L70-2283 ( Custer , Chippewa ) , Beeson )	-	-
CN290	Beeson	L70-2283	( Beeson , L70-2283 ( Custer , Chippewa ) )	-	-
CR14-5524	LD04-13296	U03-300134	( LD04-13296 ( Syngenta_S32-Z3 ( Exp_13404 , Pioneer_P9273 ( Pioneer_P2981 , Asgrow_A3127 ( Williams , Essex ) ) ) , U98-311442 ( A94-773014 ( Pioneer_P9303 , A87-395012 ( Fayette , Asgrow_A3659 ( Williams , Essex ) ) ) , Bell ) ) , U03-300134 ( NE32022 , NE2802 ) )	-	-
CR14-6116	LD06-7596	LS05-3229	( LD06-7596 , LS05-3229 )	-	-
CR14-7814	LG05-4229	U03-300134	( LG05-4229 ( LG94-1128 ( LG85-3343 ( PI_361064 , PI_407710 ) ( PI_361064 , PI_407710 ) , LG87-1991 ( PI_189930 , PI_68600 ) ) , LG98-5629 ( LG89-1501 ( PI_68508 , PI_384471 ) , LG89-773 ( LG85-3343 ( PI_361064 , PI_407710 ) , LG85-2846 ( PI_404157 , PI_384469A ) ) ) ) , U03-300134 ( NE32022 , NE2802 ) )	-	-
CR14-7871	LG06-5920	U03-100612	( LG06-5920 ( LG00-3372 ( PI_561319 , PI_574477 ) , LD00-3309 ( Maverick ( LN86-4668 ( Fayette , Hardin ) , Resnik ) , Dwight ) ) , U03-100612 ( MSPB6S4 , Pioneer_P93B82 ) )	-	-
CR147814	LG05-4229	U03-300134	( LG05-4229 ( LG94-1128 ( LG85-3343 ( PI_361064 , PI_407710 ) ( PI_361064 , PI_407710 ) , LG87-1991 ( PI_189930 , PI_68600 ) ) , LG98-5629 ( LG89-1501 ( PI_68508 , PI_384471 ) , LG89-773 ( LG85-3343 ( PI_361064 , PI_407710 ) , LG85-2846 ( PI_404157 , PI_384469A ) ) ) ) , U03-300134 ( NE32022 , NE2802 ) )	-	-
CR147839	LG05-4229	U03-300134	( LG05-4229 ( LG94-1128 ( LG85-3343 ( PI_361064 , PI_407710 ) ( PI_361064 , PI_407710 ) , LG87-1991 ( PI_189930 , PI_68600 ) ) , LG98-5629 ( LG89-1501 ( PI_68508 , PI_384471 ) , LG89-773 ( LG85-3343 ( PI_361064 , PI_407710 ) , LG85-2846 ( PI_404157 , PI_384469A ) ) ) ) , U03-300134 ( NE32022 , NE2802 ) )	-	-
